County,Total Population,White Population,Black or African American Population,American Indian and Alaska Native Population,Asian Population,Male Population,Female Population,Hispanic or Latino Population,Median Household Income (Overall),Median Household Income (White Alone),Median Household Income (Black or African American Alone),Median Household Income (American Indian and Alaska Native Alone),Median Household Income (Asian Alone),Median Household Income (Native Hawaiian and Other Pacific Islander Alone),Median Household Income (Some Other Race Alone),Median Household Income (Two or More Races),Median Household Income (Hispanic or Latino),Speak Only English at Home (Population 5 years and over),Speak Spanish at Home (Population 5 years and over),Speak Other Indo-European Languages at Home (Population 5 years and over),Speak Asian and Pacific Island Languages at Home (Population 5 years and over),Speak Other Languages at Home (Population 5 years and over),Year
"Beaufort County, North Carolina",47185.0,32075.0,12330.0,119.0,203.0,22558.0,24627.0,31367.0,40653.0,50341.0,21499.0,31161.0,136932.0,-666666666.0,17315.0,35703.0,23858.0,41539.0,2322.0,42.0,7.0,3.0,2010
"Bertie County, North Carolina",20890.0,7496.0,12935.0,137.0,89.0,10179.0,10711.0,7348.0,29110.0,44811.0,24784.0,75208.0,48750.0,-666666666.0,-666666666.0,11993.0,-666666666.0,19416.0,139.0,3.0,0.0,0.0,2010
"Bladen County, North Carolina",34629.0,19684.0,12034.0,773.0,11.0,16739.0,17890.0,19052.0,30471.0,36209.0,21097.0,28594.0,-666666666.0,-666666666.0,32614.0,26845.0,31138.0,30528.0,1843.0,1.0,0.0,0.0,2010
"Brunswick County, North Carolina",101994.0,85645.0,11503.0,320.0,458.0,49854.0,52140.0,82766.0,45806.0,48361.0,27963.0,32000.0,37708.0,-666666666.0,33984.0,43031.0,33442.0,91020.0,4081.0,195.0,50.0,112.0,2010
"Buncombe County, North Carolina",233249.0,207006.0,15332.0,890.0,2282.0,111907.0,121342.0,198392.0,44190.0,45767.0,26651.0,26758.0,52051.0,98125.0,33304.0,39188.0,33094.0,202917.0,10724.0,751.0,35.0,113.0,2010
"Burke County, North Carolina",90557.0,77371.0,6115.0,325.0,3055.0,45160.0,45397.0,75394.0,37139.0,37356.0,34792.0,11615.0,49342.0,-666666666.0,28822.0,29095.0,26696.0,78810.0,3686.0,82.0,0.0,0.0,2010
"Cabarrus County, North Carolina",169990.0,134725.0,24896.0,560.0,3132.0,82869.0,87121.0,124012.0,53928.0,57009.0,41801.0,45452.0,54348.0,-666666666.0,40443.0,58158.0,38181.0,142206.0,11672.0,394.0,53.0,117.0,2010
"Caldwell County, North Carolina",82162.0,73817.0,3843.0,159.0,437.0,40365.0,41797.0,72996.0,37261.0,39183.0,20728.0,49286.0,40966.0,-666666666.0,27703.0,11641.0,27148.0,73964.0,2732.0,88.0,0.0,38.0,2010
"Camden County, North Carolina",9719.0,7891.0,1485.0,0.0,128.0,4822.0,4897.0,7818.0,61091.0,61563.0,42074.0,-666666666.0,-666666666.0,-666666666.0,99519.0,-666666666.0,91625.0,8877.0,85.0,12.0,0.0,0.0,2010
"Carteret County, North Carolina",65068.0,57815.0,3799.0,229.0,498.0,32156.0,32912.0,57068.0,46155.0,47269.0,27913.0,16836.0,40766.0,-666666666.0,30509.0,53684.0,30926.0,58807.0,1916.0,275.0,0.0,77.0,2010
"Caswell County, North Carolina",23848.0,14984.0,8084.0,167.0,10.0,12142.0,11706.0,14605.0,36927.0,42651.0,26011.0,2499.0,-666666666.0,-666666666.0,-666666666.0,40208.0,25179.0,22038.0,644.0,0.0,0.0,0.0,2010
"Catawba County, North Carolina",153149.0,125454.0,12697.0,550.0,4921.0,75157.0,77992.0,120480.0,43484.0,46618.0,26849.0,24352.0,37987.0,-666666666.0,30642.0,22155.0,32420.0,128495.0,10006.0,286.0,9.0,42.0,2010
"Chatham County, North Carolina",61426.0,47443.0,8515.0,224.0,782.0,29728.0,31698.0,43845.0,56038.0,60938.0,27478.0,31500.0,68319.0,-666666666.0,36541.0,53835.0,32654.0,50081.0,6117.0,179.0,0.0,70.0,2010
"Cherokee County, North Carolina",27317.0,25440.0,222.0,438.0,177.0,13268.0,14049.0,25276.0,38144.0,38265.0,16411.0,48828.0,66786.0,-666666666.0,31000.0,47679.0,27214.0,24935.0,636.0,0.0,0.0,46.0,2010
"Chowan County, North Carolina",14859.0,9147.0,5085.0,167.0,81.0,7298.0,7561.0,9084.0,36761.0,45072.0,20563.0,38194.0,61923.0,-666666666.0,98750.0,-666666666.0,36875.0,13407.0,447.0,0.0,0.0,41.0,2010
"Clay County, North Carolina",10418.0,10055.0,230.0,44.0,0.0,5129.0,5289.0,9964.0,35109.0,35208.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,18594.0,23029.0,9739.0,209.0,0.0,0.0,0.0,2010
"Cleveland County, North Carolina",97786.0,74684.0,20326.0,244.0,832.0,46955.0,50831.0,72962.0,38208.0,42108.0,27285.0,45278.0,22364.0,-666666666.0,16625.0,26000.0,22257.0,88107.0,2757.0,166.0,86.0,15.0,2010
"Columbus County, North Carolina",56856.0,35071.0,17404.0,1703.0,154.0,27904.0,28952.0,34685.0,35421.0,43772.0,20574.0,48542.0,40313.0,-666666666.0,29706.0,27266.0,29280.0,50598.0,2350.0,15.0,0.0,0.0,2010
"Craven County, North Carolina",100001.0,69475.0,22368.0,420.0,1612.0,49735.0,50266.0,67491.0,44599.0,51954.0,28692.0,20645.0,28125.0,-666666666.0,25161.0,45052.0,32299.0,86050.0,3959.0,167.0,77.0,136.0,2010
"Cumberland County, North Carolina",312994.0,162533.0,111259.0,3233.0,7046.0,152352.0,160642.0,150984.0,43834.0,49869.0,37357.0,31081.0,42045.0,47500.0,40722.0,34575.0,41168.0,257016.0,18563.0,857.0,20.0,349.0,2010
"Currituck County, North Carolina",23299.0,21103.0,1459.0,20.0,129.0,11622.0,11677.0,20690.0,55376.0,57694.0,31281.0,-666666666.0,57000.0,-666666666.0,46607.0,53640.0,54784.0,20993.0,580.0,48.0,69.0,12.0,2010
"Dare County, North Carolina",33650.0,31602.0,1267.0,98.0,86.0,17037.0,16613.0,30119.0,53889.0,55476.0,35430.0,61641.0,23371.0,-666666666.0,29402.0,75189.0,35000.0,29443.0,1850.0,81.0,0.0,47.0,2010
"Davidson County, North Carolina",160638.0,138221.0,14438.0,729.0,2213.0,78920.0,81718.0,132320.0,44249.0,47156.0,26187.0,43405.0,43529.0,70096.0,25651.0,35595.0,33384.0,139601.0,8171.0,257.0,0.0,0.0,2010
"Davie County, North Carolina",40581.0,36073.0,2579.0,54.0,186.0,19861.0,20720.0,34896.0,49727.0,52622.0,30469.0,-666666666.0,70563.0,-666666666.0,28088.0,16638.0,28934.0,35697.0,2185.0,108.0,0.0,16.0,2010
"Duplin County, North Carolina",56657.0,32508.0,14626.0,51.0,158.0,27937.0,28720.0,30053.0,32816.0,39001.0,22925.0,9271.0,77981.0,-666666666.0,27515.0,17964.0,27690.0,42948.0,9191.0,0.0,24.0,4.0,2010
"Durham County, North Carolina",258578.0,119759.0,96789.0,452.0,11689.0,123569.0,135009.0,111509.0,49894.0,64139.0,36631.0,30924.0,54079.0,39602.0,36234.0,28796.0,38750.0,194341.0,28470.0,1738.0,266.0,365.0,2010
"Edgecombe County, North Carolina",56247.0,22071.0,32240.0,118.0,78.0,26077.0,30170.0,21388.0,32665.0,43102.0,26037.0,19315.0,-666666666.0,-666666666.0,43333.0,22065.0,26078.0,50393.0,1647.0,112.0,0.0,0.0,2010
"Forsyth County, North Carolina",342989.0,218048.0,89102.0,878.0,6191.0,163067.0,179922.0,205644.0,46749.0,54369.0,33092.0,29242.0,61672.0,-666666666.0,29132.0,36335.0,30683.0,276662.0,32113.0,1028.0,94.0,511.0,2010
"Franklin County, North Carolina",58473.0,38922.0,15571.0,175.0,262.0,29008.0,29465.0,37260.0,43710.0,51866.0,28424.0,20179.0,77372.0,200500.0,35053.0,27031.0,37446.0,50098.0,3911.0,82.0,24.0,15.0,2010
"Gaston County, North Carolina",202642.0,159627.0,30115.0,973.0,2453.0,97801.0,104841.0,155619.0,43253.0,46896.0,29754.0,43403.0,64432.0,58839.0,28750.0,47714.0,31711.0,176368.0,10073.0,460.0,12.0,40.0,2010
"Gates County, North Carolina",12039.0,7572.0,4135.0,55.0,28.0,5930.0,6109.0,7549.0,45682.0,52388.0,29136.0,9183.0,156354.0,-666666666.0,-666666666.0,118750.0,82917.0,11142.0,152.0,14.0,0.0,13.0,2010
"Graham County, North Carolina",8702.0,7869.0,14.0,597.0,109.0,4238.0,4464.0,7828.0,28447.0,27952.0,-666666666.0,45490.0,-666666666.0,-666666666.0,24732.0,-666666666.0,23929.0,7825.0,191.0,0.0,0.0,0.0,2010
"Granville County, North Carolina",58071.0,34506.0,19356.0,292.0,342.0,30724.0,27347.0,33535.0,48210.0,55474.0,34561.0,42438.0,92708.0,-666666666.0,41188.0,30789.0,48254.0,50374.0,3588.0,95.0,9.0,69.0,2010
"Greene County, North Carolina",21157.0,11053.0,7905.0,197.0,45.0,11312.0,9845.0,10132.0,41488.0,47746.0,31750.0,18500.0,-666666666.0,-666666666.0,49537.0,17426.0,33448.0,17390.0,2301.0,4.0,0.0,0.0,2010
"Guilford County, North Carolina",475786.0,279555.0,152452.0,2476.0,18337.0,226670.0,249116.0,265017.0,45676.0,55972.0,32329.0,35772.0,46614.0,6757.0,31212.0,40195.0,33225.0,392984.0,26755.0,2017.0,243.0,476.0,2010
"Halifax County, North Carolina",55293.0,22389.0,28331.0,1772.0,334.0,26375.0,28918.0,22013.0,30439.0,42139.0,23168.0,23191.0,110625.0,-666666666.0,32379.0,26250.0,32877.0,50364.0,1003.0,54.0,0.0,25.0,2010
"Harnett County, North Carolina",109031.0,74933.0,22717.0,793.0,978.0,53461.0,55570.0,71042.0,42853.0,48658.0,28515.0,20000.0,41477.0,48036.0,34979.0,36507.0,35133.0,89707.0,8641.0,319.0,125.0,82.0,2010
"Haywood County, North Carolina",58597.0,56142.0,568.0,345.0,164.0,28218.0,30379.0,55227.0,41377.0,41840.0,41607.0,29677.0,26705.0,-666666666.0,38824.0,30469.0,26850.0,53497.0,1484.0,128.0,0.0,104.0,2010
"Henderson County, North Carolina",103881.0,91734.0,3423.0,487.0,961.0,50230.0,53651.0,88438.0,46446.0,47420.0,37351.0,27212.0,83140.0,-666666666.0,37922.0,35762.0,33878.0,87578.0,8153.0,227.0,44.0,82.0,2010
"Hertford County, North Carolina",24384.0,8837.0,14398.0,385.0,160.0,11950.0,12434.0,8385.0,30878.0,40663.0,24270.0,41146.0,78958.0,-666666666.0,24479.0,18750.0,40938.0,21915.0,672.0,88.0,8.0,0.0,2010
"Hoke County, North Carolina",44128.0,20484.0,15006.0,3814.0,528.0,21601.0,22527.0,18030.0,42927.0,50679.0,35615.0,23125.0,43304.0,-666666666.0,31101.0,34128.0,44327.0,35104.0,3781.0,66.0,11.0,0.0,2010
"Hyde County, North Carolina",5721.0,3280.0,2097.0,8.0,5.0,3332.0,2389.0,3256.0,38265.0,47460.0,14243.0,-666666666.0,-666666666.0,-666666666.0,27105.0,-666666666.0,27171.0,5124.0,338.0,15.0,0.0,10.0,2010
"Iredell County, North Carolina",154632.0,127106.0,18485.0,419.0,2632.0,75986.0,78646.0,121502.0,48962.0,53406.0,31851.0,36367.0,63323.0,37344.0,26984.0,23452.0,33433.0,133472.0,7968.0,235.0,0.0,116.0,2010
"Jackson County, North Carolina",39144.0,32977.0,712.0,3560.0,368.0,19326.0,19818.0,32198.0,37190.0,40669.0,30435.0,34746.0,22054.0,-666666666.0,17203.0,10000.0,23190.0,34093.0,1542.0,141.0,0.0,0.0,2010
"Johnston County, North Carolina",160675.0,125392.0,24721.0,413.0,889.0,79314.0,81361.0,113472.0,49745.0,53862.0,31608.0,21641.0,61513.0,-666666666.0,22536.0,39946.0,32210.0,130311.0,15900.0,266.0,3.0,30.0,2010
"Jones County, North Carolina",10060.0,6263.0,3289.0,65.0,7.0,4877.0,5183.0,6160.0,38354.0,42980.0,28353.0,42411.0,-666666666.0,-666666666.0,33977.0,57917.0,34545.0,9059.0,287.0,0.0,0.0,0.0,2010
"Lee County, North Carolina",55576.0,36402.0,11175.0,307.0,595.0,27223.0,28353.0,33509.0,44120.0,50654.0,28442.0,38807.0,71389.0,-666666666.0,39079.0,21571.0,36939.0,42616.0,8179.0,71.0,0.0,0.0,2010
"Lenoir County, North Carolina",59307.0,31339.0,24007.0,194.0,245.0,28283.0,31024.0,30814.0,33625.0,43479.0,25240.0,47745.0,84250.0,-666666666.0,24011.0,40813.0,24428.0,51778.0,3134.0,125.0,0.0,0.0,2010
"Lincoln County, North Carolina",75697.0,67927.0,4132.0,338.0,416.0,37690.0,38007.0,64886.0,47450.0,49110.0,25344.0,43921.0,26094.0,-666666666.0,37593.0,36383.0,40339.0,65600.0,4552.0,118.0,0.0,9.0,2010
"McDowell County, North Carolina",44593.0,41151.0,1672.0,134.0,409.0,22344.0,22249.0,39745.0,34953.0,35435.0,32721.0,30526.0,69135.0,-666666666.0,24265.0,25962.0,22414.0,39851.0,1791.0,36.0,0.0,0.0,2010
"Macon County, North Carolina",33453.0,31288.0,387.0,103.0,200.0,16301.0,17152.0,30598.0,38615.0,38903.0,25362.0,9500.0,38661.0,-666666666.0,45446.0,39000.0,39096.0,29958.0,1581.0,32.0,0.0,7.0,2010
"Madison County, North Carolina",20549.0,19833.0,298.0,103.0,58.0,10247.0,10302.0,19577.0,38580.0,38561.0,70227.0,77813.0,-666666666.0,-666666666.0,-666666666.0,23125.0,18625.0,19031.0,380.0,48.0,0.0,0.0,2010
"Martin County, North Carolina",24471.0,12927.0,10596.0,74.0,42.0,11433.0,13038.0,12676.0,34766.0,41796.0,25651.0,46032.0,24125.0,-666666666.0,18750.0,74271.0,29750.0,22294.0,653.0,25.0,0.0,0.0,2010
"Mecklenburg County, North Carolina",882761.0,515081.0,266408.0,3305.0,39566.0,427470.0,455291.0,461127.0,55294.0,67206.0,40308.0,43525.0,64046.0,68418.0,37071.0,48079.0,39058.0,673963.0,82334.0,4843.0,199.0,865.0,2010
"Mitchell County, North Carolina",15680.0,15132.0,81.0,28.0,53.0,7686.0,7994.0,14833.0,32743.0,32456.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,31136.0,18565.0,14380.0,448.0,50.0,0.0,0.0,2010
"Montgomery County, North Carolina",27611.0,19954.0,5360.0,155.0,450.0,13388.0,14223.0,17792.0,33861.0,37800.0,18911.0,40714.0,16230.0,-666666666.0,31047.0,2499.0,30341.0,22514.0,2818.0,61.0,0.0,0.0,2010
"Moore County, North Carolina",85914.0,69985.0,12133.0,575.0,696.0,41280.0,44634.0,66933.0,48319.0,53045.0,25417.0,21406.0,39565.0,-666666666.0,30000.0,14923.0,36129.0,75396.0,3933.0,340.0,0.0,126.0,2010
"Nash County, North Carolina",94402.0,53610.0,34678.0,362.0,713.0,45471.0,48931.0,52073.0,44499.0,51941.0,34532.0,62292.0,39423.0,-666666666.0,44583.0,30625.0,43509.0,81745.0,4965.0,217.0,0.0,68.0,2010
"New Hanover County, North Carolina",197272.0,155774.0,29802.0,823.0,2607.0,95260.0,102012.0,152100.0,48553.0,53104.0,25621.0,35515.0,48508.0,-666666666.0,35102.0,53889.0,33556.0,171672.0,8723.0,683.0,0.0,456.0,2010
"Northampton County, North Carolina",22161.0,8858.0,12911.0,45.0,7.0,10665.0,11496.0,8624.0,30578.0,41566.0,24451.0,60855.0,-666666666.0,-666666666.0,-666666666.0,31042.0,40764.0,20406.0,248.0,3.0,31.0,10.0,2010
"Onslow County, North Carolina",169207.0,123986.0,27572.0,1182.0,3271.0,91883.0,77324.0,116779.0,43561.0,45851.0,35990.0,32143.0,41250.0,75086.0,44349.0,40089.0,42664.0,138416.0,10299.0,637.0,128.0,225.0,2010
"Orange County, North Carolina",129562.0,98464.0,15721.0,539.0,8516.0,61730.0,67832.0,93059.0,52981.0,61546.0,30799.0,39208.0,53750.0,-666666666.0,32783.0,29636.0,32796.0,103959.0,8411.0,631.0,141.0,232.0,2010
"Pamlico County, North Carolina",13072.0,10002.0,2628.0,18.0,28.0,6765.0,6307.0,9773.0,40561.0,46595.0,28218.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,39375.0,50164.0,11973.0,318.0,29.0,0.0,6.0,2010
"Pasquotank County, North Carolina",40167.0,23237.0,15167.0,199.0,430.0,19564.0,20603.0,22386.0,44085.0,55702.0,31803.0,6739.0,71375.0,-666666666.0,30125.0,32424.0,31850.0,34891.0,1602.0,171.0,0.0,68.0,2010
"Pender County, North Carolina",50256.0,38401.0,9546.0,258.0,226.0,25240.0,25016.0,36973.0,44338.0,48974.0,32921.0,18650.0,147647.0,-666666666.0,29038.0,20096.0,31656.0,44113.0,2566.0,125.0,0.0,52.0,2010
"Perquimans County, North Carolina",13091.0,9450.0,3515.0,0.0,0.0,6284.0,6807.0,9354.0,43041.0,51326.0,19469.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,55000.0,12173.0,157.0,7.0,0.0,0.0,2010
"Person County, North Carolina",38942.0,27051.0,10688.0,242.0,52.0,18980.0,19962.0,26054.0,44668.0,50439.0,35421.0,59688.0,-666666666.0,-666666666.0,30786.0,75833.0,30403.0,34783.0,1537.0,50.0,0.0,0.0,2010
"Pitt County, North Carolina",161385.0,96928.0,54735.0,345.0,2373.0,76030.0,85355.0,93549.0,38592.0,46318.0,27284.0,37179.0,67024.0,-666666666.0,36104.0,35682.0,37442.0,139842.0,7105.0,447.0,10.0,0.0,2010
"Polk County, North Carolina",20289.0,18703.0,996.0,62.0,105.0,9856.0,10433.0,18043.0,43692.0,43982.0,33031.0,56055.0,50227.0,-666666666.0,160260.0,26250.0,21792.0,18323.0,712.0,31.0,0.0,0.0,2010
"Randolph County, North Carolina",140034.0,120872.0,8008.0,650.0,1370.0,69033.0,71001.0,114868.0,40346.0,42075.0,29589.0,46667.0,27083.0,-666666666.0,22561.0,17003.0,28025.0,117711.0,11310.0,143.0,0.0,42.0,2010
"Richmond County, North Carolina",46477.0,28620.0,14140.0,1099.0,265.0,22777.0,23700.0,27692.0,30439.0,34866.0,20810.0,29643.0,14783.0,-666666666.0,24250.0,41177.0,26653.0,41184.0,1839.0,71.0,0.0,41.0,2010
"Robeson County, North Carolina",131708.0,41214.0,31865.0,49379.0,963.0,64084.0,67624.0,36130.0,29667.0,37107.0,22196.0,28305.0,37773.0,25625.0,26203.0,36513.0,22885.0,110902.0,8687.0,13.0,326.0,45.0,2010
"Rockingham County, North Carolina",93322.0,70717.0,17845.0,202.0,369.0,45055.0,48267.0,68994.0,39231.0,42548.0,29625.0,32500.0,32188.0,-666666666.0,36236.0,45550.0,33036.0,83159.0,4065.0,89.0,0.0,22.0,2010
"Rowan County, North Carolina",136880.0,105558.0,22080.0,420.0,1309.0,67360.0,69520.0,101320.0,43596.0,48182.0,28507.0,31118.0,55833.0,39632.0,34491.0,22083.0,36147.0,117510.0,8601.0,144.0,0.0,36.0,2010
"Rutherford County, North Carolina",66928.0,57884.0,6583.0,154.0,123.0,32222.0,34706.0,56505.0,35364.0,37165.0,18552.0,9265.0,-666666666.0,-666666666.0,24500.0,25543.0,23818.0,60359.0,1817.0,166.0,0.0,26.0,2010
"Sampson County, North Carolina",62832.0,35567.0,17337.0,984.0,278.0,30894.0,31938.0,33704.0,35740.0,45139.0,25733.0,34500.0,64375.0,-666666666.0,26234.0,52973.0,27309.0,49819.0,8116.0,57.0,0.0,10.0,2010
"Scotland County, North Carolina",36325.0,17516.0,14157.0,3443.0,109.0,17393.0,18932.0,17005.0,29368.0,39375.0,21191.0,21731.0,37500.0,-666666666.0,-666666666.0,22174.0,16750.0,32785.0,687.0,42.0,0.0,24.0,2010
"Stanly County, North Carolina",60109.0,50525.0,6835.0,75.0,1123.0,30012.0,30097.0,49454.0,44802.0,48032.0,29468.0,53194.0,87647.0,-666666666.0,34318.0,16500.0,32092.0,53249.0,1905.0,50.0,0.0,29.0,2010
"Stokes County, North Carolina",47194.0,44414.0,1993.0,144.0,173.0,22827.0,24367.0,43352.0,42689.0,43674.0,36434.0,13393.0,30694.0,-666666666.0,43250.0,16862.0,25865.0,43167.0,998.0,41.0,0.0,16.0,2010
"Surry County, North Carolina",73287.0,67736.0,2777.0,240.0,326.0,35625.0,37662.0,62753.0,37294.0,38179.0,24396.0,14821.0,38750.0,-666666666.0,21652.0,46375.0,29417.0,62352.0,5599.0,42.0,0.0,135.0,2010
"Swain County, North Carolina",13861.0,9415.0,125.0,3505.0,198.0,6778.0,7083.0,9147.0,35071.0,40998.0,16862.0,22096.0,18026.0,-666666666.0,14654.0,102024.0,14654.0,12318.0,405.0,3.0,0.0,0.0,2010
"Transylvania County, North Carolina",32404.0,29833.0,1182.0,52.0,312.0,15864.0,16540.0,29480.0,39408.0,39712.0,31233.0,19615.0,48594.0,-666666666.0,75972.0,67902.0,32604.0,29420.0,1086.0,101.0,0.0,30.0,2010
"Tyrrell County, North Carolina",4374.0,2547.0,1613.0,17.0,8.0,2279.0,2095.0,2510.0,32215.0,39176.0,16414.0,-666666666.0,-666666666.0,-666666666.0,26597.0,-666666666.0,43750.0,3935.0,197.0,8.0,0.0,0.0,2010
"Union County, North Carolina",190346.0,156214.0,22355.0,791.0,2665.0,94163.0,96183.0,143609.0,63386.0,67043.0,41985.0,47941.0,86667.0,72778.0,37342.0,79167.0,44926.0,154264.0,15461.0,419.0,27.0,123.0,2010
"Vance County, North Carolina",44975.0,19239.0,22438.0,183.0,215.0,21166.0,23809.0,19105.0,34025.0,47098.0,25981.0,52500.0,43611.0,-666666666.0,19382.0,40278.0,21858.0,39021.0,2521.0,50.0,0.0,0.0,2010
"Wake County, North Carolina",850546.0,577130.0,174700.0,2671.0,43596.0,414902.0,435644.0,538820.0,63770.0,72992.0,41415.0,71231.0,86170.0,37434.0,33038.0,55254.0,36680.0,661405.0,64504.0,4902.0,550.0,1444.0,2010
"Warren County, North Carolina",20810.0,8036.0,11027.0,860.0,73.0,10658.0,10152.0,7848.0,30641.0,47485.0,24637.0,16000.0,-666666666.0,-666666666.0,36382.0,76100.0,39306.0,18834.0,693.0,0.0,0.0,0.0,2010
"Washington County, North Carolina",13248.0,6061.0,6935.0,76.0,28.0,6406.0,6842.0,6023.0,32716.0,42059.0,22786.0,63750.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,12187.0,147.0,0.0,0.0,20.0,2010
"Watauga County, North Carolina",49705.0,47102.0,511.0,112.0,431.0,24836.0,24869.0,46308.0,31967.0,32605.0,22292.0,4896.0,45870.0,-666666666.0,7475.0,22679.0,20112.0,45466.0,1439.0,107.0,0.0,11.0,2010
"Wayne County, North Carolina",120102.0,70835.0,38103.0,223.0,1286.0,58641.0,61461.0,67556.0,41224.0,49438.0,30178.0,28182.0,55833.0,-666666666.0,27611.0,32298.0,30644.0,100494.0,8749.0,173.0,16.0,7.0,2010
"Wilkes County, North Carolina",69063.0,62447.0,2912.0,235.0,334.0,34229.0,34834.0,61663.0,33438.0,33913.0,27212.0,-666666666.0,86250.0,-666666666.0,22813.0,33750.0,25648.0,61503.0,3002.0,79.0,0.0,0.0,2010
"Wilson County, North Carolina",79533.0,41313.0,30936.0,143.0,470.0,37972.0,41561.0,39843.0,38596.0,52377.0,26498.0,35625.0,7468.0,-666666666.0,27220.0,43929.0,29863.0,67149.0,5812.0,62.0,15.0,16.0,2010
"Yadkin County, North Carolina",38158.0,34491.0,1442.0,86.0,53.0,18706.0,19452.0,32959.0,39807.0,41146.0,34228.0,11810.0,-666666666.0,-666666666.0,21630.0,34015.0,24762.0,32840.0,2808.0,28.0,0.0,10.0,2010
"Yancey County, North Carolina",17911.0,17425.0,117.0,65.0,66.0,8764.0,9147.0,16810.0,35703.0,35697.0,8750.0,-666666666.0,2499.0,-666666666.0,9464.0,45682.0,25781.0,16209.0,691.0,16.0,16.0,0.0,2010
"Clay County, North Carolina",10506.0,10197.0,72.0,37.0,0.0,5194.0,5312.0,10113.0,36711.0,36593.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,24583.0,43553.0,24167.0,9721.0,211.0,17.0,0.0,0.0,2011
"Cumberland County, North Carolina",316478.0,164825.0,112692.0,3007.0,7278.0,153530.0,162948.0,151340.0,44861.0,50885.0,38492.0,32324.0,44589.0,47404.0,38170.0,37397.0,41173.0,258561.0,19152.0,737.0,102.0,401.0,2011
"Guilford County, North Carolina",483081.0,281403.0,156148.0,2531.0,19180.0,230034.0,253047.0,265318.0,46288.0,56588.0,33237.0,39084.0,46077.0,79464.0,30254.0,37869.0,32031.0,398681.0,27213.0,2077.0,236.0,503.0,2011
"Jackson County, North Carolina",39574.0,33234.0,786.0,3612.0,234.0,19481.0,20093.0,32388.0,36826.0,38446.0,29627.0,35661.0,16731.0,-666666666.0,18820.0,45464.0,19846.0,34595.0,1757.0,179.0,0.0,0.0,2011
"Pasquotank County, North Carolina",40511.0,23321.0,15349.0,235.0,431.0,19642.0,20869.0,22456.0,45298.0,57586.0,30195.0,6548.0,73125.0,-666666666.0,30262.0,36699.0,29643.0,35381.0,1453.0,129.0,0.0,74.0,2011
"Robeson County, North Carolina",133033.0,41462.0,32082.0,49460.0,1048.0,64615.0,68418.0,36242.0,30874.0,36981.0,24444.0,29941.0,34968.0,24118.0,25241.0,37188.0,23075.0,112285.0,9020.0,15.0,82.0,30.0,2011
"Swain County, North Carolina",13932.0,9472.0,226.0,3586.0,72.0,6868.0,7064.0,9167.0,40719.0,46803.0,16792.0,22274.0,18011.0,-666666666.0,-666666666.0,73182.0,-666666666.0,12527.0,426.0,0.0,0.0,0.0,2011
"Wake County, North Carolina",879658.0,598722.0,182589.0,2710.0,46210.0,428717.0,450941.0,551677.0,65289.0,74545.0,43587.0,73228.0,84510.0,37981.0,35373.0,56345.0,38299.0,681963.0,68139.0,5321.0,528.0,1528.0,2011
"Anson County, North Carolina",26788.0,12702.0,12907.0,208.0,297.0,13972.0,12816.0,12333.0,34659.0,44059.0,25554.0,12917.0,29500.0,-666666666.0,-666666666.0,24375.0,27837.0,24075.0,766.0,56.0,0.0,0.0,2011
"McDowell County, North Carolina",44825.0,41429.0,1575.0,147.0,413.0,22412.0,22413.0,39857.0,35230.0,35910.0,26250.0,33194.0,70179.0,-666666666.0,21046.0,21250.0,21894.0,40001.0,1968.0,17.0,0.0,0.0,2011
"Franklin County, North Carolina",59607.0,39976.0,15481.0,223.0,282.0,29611.0,29996.0,37917.0,44598.0,54591.0,27025.0,23000.0,79714.0,208167.0,45091.0,28646.0,37081.0,51084.0,4065.0,84.0,9.0,30.0,2011
"Jones County, North Carolina",10066.0,6284.0,3234.0,59.0,11.0,4993.0,5073.0,6173.0,40687.0,45682.0,29755.0,44438.0,-666666666.0,-666666666.0,65200.0,9750.0,65500.0,9043.0,289.0,0.0,0.0,0.0,2011
"Macon County, North Carolina",33719.0,31551.0,326.0,133.0,239.0,16306.0,17413.0,30642.0,38653.0,39096.0,23889.0,11677.0,39598.0,-666666666.0,31699.0,39968.0,38672.0,30011.0,1705.0,29.0,0.0,6.0,2011
"Brunswick County, North Carolina",105242.0,89027.0,12254.0,294.0,410.0,51312.0,53930.0,85306.0,45132.0,47323.0,29519.0,32083.0,31297.0,-666666666.0,24741.0,36389.0,32048.0,93429.0,4731.0,187.0,29.0,96.0,2011
"Transylvania County, North Carolina",32670.0,30207.0,1049.0,115.0,477.0,15890.0,16780.0,29645.0,41103.0,41852.0,30528.0,21964.0,41250.0,-666666666.0,77622.0,13235.0,36625.0,29566.0,973.0,166.0,0.0,29.0,2011
"Beaufort County, North Carolina",47392.0,32187.0,12405.0,102.0,132.0,22695.0,24697.0,31451.0,40986.0,51500.0,22867.0,34135.0,250001.0,-666666666.0,17016.0,39000.0,25313.0,41810.0,2323.0,20.0,5.0,36.0,2011
